yearsSchool wage
12 7.6555609995
14 16.65645071
15 3.2168821978
12 6.8287604116
11 1.0328800138
12 3.4909358158
12 6.1309990122
13 4.6384438443
15 7.9617834395
15 8.9458240893
13 2.4497795198
12 2.6329406054
8 6.1893722851
12 2.0414829332
11 1.0927938054
14 0.734933856
12 3.5031847134
14 9.0335619794
15 8.7579617834
10 4.8995590397
13 6.3482658654
12 2.9117379436
15 3.2663726931
12 4.3329433684
12 3.2527248964
12 10.564674179
12 7.944758956
12 6.1244487996
8 3.2393778775
12 2.5294578834
11 2.9625240705
8 5.7379960804
14 9.7991180794
12 6.1244487996
15 15.716767309
12 7.4641719745
12 2.359046945
12 6.1197413063
15 12.204889584
12 5.5732484076
9 4.4232130219
12 10.96849924
10 2.0029643873
9 7.8392944635
12 4.8253232967
11 3.3406084361
13 6.2782902798
10 2.0747318409
11 3.6746692798
14 5.4109207841
13 6.6348195329
13 3.3684468398
11 6.3553038541
12 4.8995590397
12 4.7491339815
12 2.465584549
12 7.0431161195
11 2.5922085617
11 4.8995590397
12 4.9865906805
14 3.0755319901
12 4.3940855608
12 7.7248869077
14 14.382576536
10 9.6344270192
12 5.7382222987
10 4.338846561
12 4.4113344287
14 10.634977516
12 7.6963906582
14 11.660950514
14 1.3846579895
13 1.4861995754
14 5.0862935947
12 9.0346478746
11 2.4497795198
9 7.1962273395
11 5.5120039196
12 3.2143846184
8 1.0317059529
10 6.1244487996
15 6.4555000861
12 2.3437284584
12 4.8995590397
14 3.9808917197
10 0.8685581934
11 6.7368936796
12 0.8319522925
13 4.5495905369
11 6.0088931619
12 8.685581934
10 3.0622243998
8 1.5250024146
12 5.3453669735
10 7.0431161195
12 6.1244487996
14 3.595644134
9 3.6761120239
14 2.0489883852
14 2.4497795198
12 3.0013005636
9 5.0752404395
14 4.4855117969
12 8.9530094902
10 1.0734988907
14 14.290380532
13 4.8995590397
12 8.2680058795
12 3.434494817
12 7.3493385595
14 4.8510485541
10 4.7283954051
12 5.5120039196
12 6.808697562
10 2.6175726376
12 4.0256208402
12 5.4373155197
12 12.283894449
12 3.9808917197
10 4.0483644608
13 11.092493885
12 5.2057814797
9 3.1222680155
9 3.9808917197
11 7.2640521177
12 5.8301389031
13 3.1919678482
11 3.9156311997
12 3.3328395793
14 4.6044048807
10 2.8467855899
9 1.0881708573
12 1.4329641367
9 3.8277804998
12 8.1148946595
12 7.4641719745
12 5.8168280836
11 6.4337643955
10 2.5320159348
12 4.4960659423
10 1.797822067
12 5.2057814797
12 0.3184713376
9 5.9144676979
12 10.198499893
12 4.7464478197
9 5.4284887087
11 4.2540190812
12 6.1244487996
12 4.8995590397
13 7.9617834395
13 5.8519878279
13 4.1904123366
12 2.3382623905
12 7.9617834395
10 2.7560019598
13 5.9429338517
12 2.1149175711
13 5.0526702597
8 3.1847133758
11 1.6472655392
12 5.2057814797
14 10.615711253
11 4.8131688299
13 9.9334160115
12 5.6785379658
12 3.5783296357
11 4.6161699106
12 8.0394370932
13 7.1451902662
10 7.4332435081
12 2.0080159999
11 2.0029643873
12 3.2812198417
12 1.9935607986
11 9.3755580689
13 5.9713375796
13 9.7531847134
12 4.5933365997
12 7.0431161195
11 5.5975028473
12 6.2556869882
11 2.7613121755
8 4.8995590397
11 10.105340519
12 2.5697342412
11 7.7351672126
10 2.7560019598
11 9.3539080335
11 5.7758025959
12 5.0065363113
8 5.7091510244
9 0.5258194897
12 2.1435570799
11 7.6555609995
12 8.5742283195
12 3.1120977614
12 3.976910828
12 3.7659204286
12 7.3493385595
8 1.0411562959
9 5.8182263596
11 0.2211606511
11 4.8995590397
11 3.1070374398
11 3.8370040672
12 4.3866575424
12 3.7284449278
11 4.5933365997
12 6.3220116641
8 6.050955414
11 4.3927081045
12 6.4306712396
12 5.7324840764
11 4.5933365997
12 3.6860108516
12 7.1560454928
12 7.0431161195
11 4.7770700637
11 9.4928956394
13 3.7913254474
12 3.3684468398
11 3.9808917197
10 5.7324840764
11 2.2058620785
10 1.905384071
11 4.7770700637
12 2.3810941127
12 4.556988245
11 7.9617834395
11 5.5386319579
13 9.6630192172
12 5.2057814797
11 6.4078739956
11 5.6962353063
11 39.808917197
12 4.5933365997
12 9.5694512494
12 8.5742283195
12 0.7625370055
12 5.7253274172
11 18.473419092
13 3.3641338477
9 4.7321149715
8 2.1435570799
11 4.1340029397
11 7.6846912084
11 3.7052915238
12 5.4075133238
12 3.9676661659
11 6.0983873154
11 3.3174097665
11 11.722871322
11 3.7454626395
10 7.9617834395
9 2.5409947147
11 4.220026558
11 4.4585987261
11 7.6555609995
11 5.3841308128
11 5.6653096901
11 5.2057814797
10 5.4491293502
11 4.1141335448
12 11.889596603
10 3.0622243998
11 4.5627143557
10 4.8995590397
10 0.8261253893
8 1.8373346399
11 6.2775600196
11 4.7464478197
11 5.2057814797
11 3.2094010764
10 5.2057814797
10 5.8182263596
10 6.2394384505
11 11.811436971
10 5.8182263596
11 2.9047966114
12 4.1033806957
11 7.3493385595
10 0.5047089344
9 0.4697217368
11 4.631508372
11 3.5985461873
11 6.4306712396
10 6.3694267516
10 4.3517822526
10 4.6848373288
10 3.970443185
11 10.707113441
10 4.7464478197
10 9.8436595252
12 4.5062611032
9 5.4639690271
10 4.199622034
11 3.1847133758
11 5.6267020774
10 2.1435570799
9 3.6746692798
10 5.7406850551
11 7.9617834395
10 1.3780009799
11 5.1328713749
10 3.0622243998
11 6.8243858053
9 1.3132838663
9 5.5120039196
13 5.9395187293
11 6.5867908496
11 4.0946314832
11 6.6097824781
9 5.3524594551
9 2.0603506128
8 3.6396724295
10 6.5787506354
10 2.5142474019
9 5.3287526957
8 7.3493385595
8 9.0991810737
10 8.6660950514
10 2.1713954835
11 9.2993630573
10 2.8152162438
10 7.0431161195
10 7.4630507229
10 5.3928784853
10 3.2519960527
11 4.2871141597
10 5.9151437143
10 7.1349828515
10 11.636452719
9 5.1778245537
7 4.6540696515
8 0.77675936
10 5.3841308128
12 11.198992091
12 7.4535844965
12 7.8115611104
12 8.2680058795
8 1.8515775441
11 4.5122710022
10 3.7898089172
13 3.5713791194
14 10.615711253
12 5.5120039196
15 12.086732141
12 4.8995590397
12 2.5875796178
12 3.1531815602
14 2.4419527482
12 3.8781215
14 6.0776972821
10 5.4797699786
12 8.7172811381
8 5.6543213983
10 7.6007479136
14 8.1065431384
10 2.3645203718
9 4.1904123366
12 5.6617126681
12 7.9617834395
12 5.8460647633
14 4.1218216512
6 5.0616149014
8 5.2488065526
8 4.0991360283
11 12.327922745
14 25.076734039
12 5.8494735474
12 5.5120039196
13 3.0622243998
12 8.3204223332
15 0.8912444149
15 7.8283457282
11 4.3987753809
13 8.450317415
6 0.231447193
9 2.6724867489
6 3.5812037961
8 10.411562959
6 7.0063694268
13 9.5823234316
12 4.5933365997
12 6.7572331774
10 7.3493385595
14 10.3948213
12 6.5109695683
11 18.373346399
4 3.5649776595
13 9.0239812301
13 6.2101910828
12 6.4306712396
14 10.105340519
12 11.785314427
12 3.4702176457
12 4.2462845011
14 6.2554875147
13 13.609886221
12 6.4306712396
12 6.7368936796
13 5.8877054006
12 1.7416401274
13 10.436794771
13 5.1297396657
13 7.0117979155
14 10.564674179
4 9.0991810737
12 3.3075658206
11 3.5583389674
12 7.3493385595
10 5.4927119059
10 1.5611340077
11 12.151529574
8 4.7961200733
12 5.4140127389
13 6.6348195329
12 12.489072062
12 3.0622243998
13 5.9843470297
12 7.5081651296
12 12.853238294
12 5.8182263596
12 7.5569469934
13 2.3161551824
12 4.2871141597
14 11.330230279
11 3.256353145
12 4.8253232967
10 9.910291218
6 5.6068897461
12 4.1539739684
12 4.8745612895
12 1.6634305382
12 3.2587764776
10 6.9665605096
13 10.227234889
10 2.8141797135
11 5.2057814797
12 10.494250026
12 9.7991180794
13 9.7640675804
11 7.9617834395
12 4.2871141597
13 7.0431161195
9 3.6419848008
12 6.5639130646
12 13.771733517
9 4.1513954619
8 2.5477707006
6 6.7368936796
12 4.2871141597
12 9.1866731994
12 5.8182263596
12 7.0431161195
11 4.1596256337
12 4.9761146497
12 5.1309918907
9 5.3588926997
8 2.6423386087
11 3.821656051
11 4.5933365997
12 4.5924179324
8 5.5120039196
12 5.7555061008
12 4.0943318394
12 3.1800022613
11 6.9563705137
13 10.555394711
10 3.6131270066
12 9.7644513881
11 2.7936082244
11 5.2057814797
12 4.6044048807
11 9.1866731994
12 8.1570315347
12 10.110201193
12 12.169229973
12 5.9883499374
12 16.229789319
12 7.5687886445
10 10.184616379
9 7.0035301578
12 4.1226063117
12 3.3843925354
11 4.8149014321
12 7.1202941329
11 3.6746692798
12 9.1866731994
7 6.1309990122
11 2.7560019598
11 5.8182263596
11 11.330230279
9 1.6003584803
10 1.3099078152
11 2.4430677951
9 4.0904575469
10 4.3498524157
10 11.126340402
10 0.6832657788
11 7.3162334309
11 4.8995590397
10 6.7368936796
12 6.2650099196
11 3.3649801707
12 4.1690793283
11 5.2423265445
12 2.8204103697
12 8.5742283195
11 9.1866731994
10 4.1728931896
9 10.133178923
11 5.8466660247
10 7.6555609995
12 3.2497075263
13 5.6729184329
8 4.0946314832
11 7.3493385595
12 8.2009786501
11 5.2057814797
11 9.9522292994
10 2.969429721
6 5.5120039196
3 5.5168263203
12 14.392454679
7 5.0526702597
10 10.425660156
12 6.2605476618
11 2.7560019598
11 4.0693559802
11 3.7671768776
11 2.2500692329
12 4.5987089232
11 1.5833092067
12 8.9214233896
13 20.845396642
11 4.8995590397
11 4.0180587633
10 6.2520414829
11 3.4351964503
11 5.7449731485
12 5.955155093
13 4.7842464333
7 4.0355396525
13 8.9419598025
12 9.1866731994
6 5.4595086442
8 5.8159123362
11 2.6407241922
9 2.4497795198
9 2.7895299642
12 7.9123313684
10 5.925048141
10 7.9617834395
11 4.0300385311
10 4.6115951779
11 5.1537484425
11 5.3078556263
11 7.6128606593
11 8.8804507594
9 3.3684468398
9 5.1644000689
9 4.7996566834
5 3.8026428368
9 2.5578012939
10 5.5120039196
11 13.469397073
10 7.0431161195
11 5.9713375796
11 11.071436231
11 3.1154804763
9 4.8995590397
11 5.3588926997
10 3.768891569
10 5.5501228956
10 2.1055956204
11 3.8680729261
11 7.3493385595
11 10.702017848
10 5.790387956
10 6.8898338256
11 6.5837824596
12 5.3323722805
11 3.4920102805
11 5.5547326322
10 9.6282032292
10 4.0880378737
10 2.3451497613
9 0.8138109137
11 3.7988628737
11 1.6116970525
11 9.6460068594
10 3.9933710041
10 3.4663546947
12 9.9029956562
10 4.8995590397
10 2.4880573248
11 3.9277040606
10 3.0622243998
9 4.9847687621
6 2.7560019598
10 8.7334929454
10 2.1435570799
10 5.6714073816
11 2.5849946232
8 3.9808917197
11 10.411562959
10 5.2429236526
10 0.9829362271
9 3.9808917197
11 11.595623061
10 6.9993700567
9 5.9666761139
9 6.1244487996
10 6.4873790988
10 3.0399536769
10 2.3885350318
10 8.4744900899
10 6.3517010742
10 5.2057814797
10 7.0337227932
9 5.7787137867
9 3.9808917197
10 1.0049056142
10 9.1281593574
9 5.1574305681
9 4.5933365997
9 1.8312101911
9 3.7512557714
13 6.1739193069
12 8.2680058795
13 5.1049659538
14 8.5209722429
15 21.435570799
15 7.2497540262
12 13.167564919
14 6.4306712396
14 13.609886221
12 5.6242178822
11 4.7926461637
14 13.221963716
15 8.2680058795
12 7.279344859
15 12.555120039
12 7.4271562443
12 8.4925690021
12 15.311121999
15 13.780009799
13 9.7991180794
12 3.9808917197
12 6.8858667585
9 2.7573275981
11 4.0884833878
12 7.6555609995
12 2.6670013492
15 7.8358501338
8 3.6189924725
12 7.5126571942
12 5.5409263373
12 5.8182263596
14 5.1844171234
12 10.717785399
13 4.4855117969
5 7.5004464551
14 10.291712884
15 16.331863466
14 5.4190149065
15 5.6869881711
15 15.938603297
12 4.9330412199
12 9.9604204346
12 5.1412413242
12 7.3738363547
15 11.745042237
14 4.9340629766
13 8.685581934
12 9.2547226305
12 4.8995590397
11 1.6359828985
8 4.0899572463
14 7.446842222
12 7.8086722195
12 3.6746692798
12 5.1208114096
12 7.4387465712
13 8.3319301627
13 7.3091782395
12 5.0480305257
14 5.1760605696
12 5.3588926997
14 6.7368936796
8 2.9322169189
13 11.146496815
13 7.9355261837
15 7.1043606075
14 7.2852920361
12 5.5676807269
15 14.147476727
12 8.8804507594
12 10.166585007
14 10.071315804
12 5.0271718639
12 5.3588926997
12 5.5120039196
13 4.2951310899
15 9.7991180794
12 9.1866731994
16 8.9825249061
12 7.5024497795
12 11.024007839
12 4.6976249361
14 12.310142087
13 7.6555609995
12 8.6763024661
10 5.3524594551
12 5.4140127389
14 11.715960067
15 12.248897599
13 6.1244487996
12 2.5802075961
15 5.2380154207
14 8.4256983801
10 4.2510879903
14 5.1858359568
13 14.345555747
16 8.5742283195
13 2.585693664
15 8.4925690021
12 5.3588926997
15 9.6641629051
13 7.1025981762
12 6.3088616795
14 6.7472741013
12 5.2727042646
11 12.35858922
12 4.9488233445
12 11.769592911
12 5.103707333
12 9.1866731994
12 10.105340519
12 5.8578418929
14 4.5933365997
14 11.636452719
12 0.3382370661
12 8.1242688158
12 3.3113227761
12 2.769315979
12 3.3641338477
14 4.4541445815
12 10.044096031
14 11.330230279
12 6.7368936796
14 4.6155266316
12 6.5837824596
14 4.9902916145
12 8.8192062714
12 3.5739561217
12 4.6605561597
12 4.7022613602
9 3.9291918273
12 9.8207020399
14 3.5828025478
12 8.2680058795
11 6.4306712396
15 5.9416294325
12 3.9925281725
15 6.0661207158
15 8.5742283195
15 8.2680058795
14 11.996229756
15 12.119961835
14 6.304210778
15 9.3525759897
14 6.8403591715
14 7.2544723822
12 3.6557416234
15 6.9205039152
15 11.266674679
15 9.1866731994
15 3.5884094375
9 3.4551135681
15 9.7206054965
15 14.618356479
14 11.557427573
12 6.5981630714
15 3.9196472317
12 4.4541445815
15 5.2432642565
9 18.373346399
12 7.8143430054
12 7.0063694268
15 13.491889178
14 7.1451902662
15 7.5513822313
15 7.9617834395
15 7.7351672126
16 8.7103271817
12 5.0516143202
13 4.8995590397
15 2.6818638954
15 14.336330309
14 12.003919647
15 15.004899559
10 3.3587711521
15 10.411562959
12 4.8124557679
15 7.9617834395
15 8.2067613915
14 6.2814859483
15 22.911836136
12 5.2057814797
12 5.5547326322
7 4.0725234985
15 6.9160150368
12 6.2738255996
14 13.081822636
10 1.8947028945
12 6.1048818705
12 8.3079479369
12 9.5066070919
15 9.7338418226
13 3.9808917197
12 7.6555609995
14 9.7991180794
15 7.0415773133
16 6.1269034885
12 0.4152168678
12 5.2902215545
14 7.3493385595
8 5.5947667413
11 3.330754134
13 9.0641842234
14 3.3862775135
12 6.6230764895
11 4.7131064758
12 7.3493385595
14 4.8658722319
15 7.2019750696
14 5.3078556263
12 17.692852088
13 9.7991180794
14 10.810639946
14 10.264990736
14 8.8804507594
14 9.2119808391
13 11.186207853
14 5.7842016441
14 11.352636799
12 5.9713375796
12 3.0622243998
12 15.311121999
14 7.3817859704
14 8.7035645053
13 9.0991810737
12 7.7257197796
10 3.0622243998
10 4.6273613153
12 6.3694267516
11 4.6768518106
14 10.105340519
14 4.7770700637
13 9.7991180794
13 7.6555609995
14 3.9996400324
12 9.1866731994
12 13.480268257
12 9.6379483741
12 13.159972627
13 10.973544216
9 4.0385858026
12 8.8071085948
14 9.8036885636
13 17.31868301
13 9.1866731994
11 4.2392191358
10 3.9808917197
10 1.0944032219
14 9.2310532632
12 4.8737038469
14 10.17074132
12 4.649216607
14 8.7652661719
14 2.6613203697
13 7.3528735949
11 8.8804507594
12 7.3493385595
12 6.3030785563
12 4.1093075817
12 4.5933365997
12 6.1244487996
12 10.207414666
14 11.024007839
14 6.1281699837
12 9.7991180794
12 2.2037420765
12 5.9620219204
12 5.8182263596
14 2.7793862189
8 3.3777263077
13 7.9795950356
12 2.1435570799
12 2.9675738274
9 2.7751399344
13 7.1962273395
16 12.738853503
12 7.7168054875
14 13.800424628
12 9.749122579
14 10.105340519
12 10.748407643
13 9.4472371803
15 22.11606511
8 6.6878980892
14 7.7604509847
13 10.317978539
12 2.6539278132
12 9.0641842234
14 5.4622227922
13 12.827317764
12 7.6555609995
15 9.969781732
14 20.414829332
12 7.0431161195
13 13.780009799
12 4.2019792599
12 8.5742283195
12 10.717785399
12 5.9710801547
13 10.991488642
11 6.6348195329
13 15.311121999
12 7.2243025538
10 4.0289830291
12 2.3161551824
12 11.636452719
13 4.1721135927
7 4.5933365997
12 7.6555609995
12 4.1646251837
12 3.7111463594
10 7.4412052915
14 5.4532763284
12 6.7759859059
12 9.6926059263
10 7.3493385595
13 6.2856185049
13 10.384934921
13 7.0171650653
12 2.6807351648
14 13.846579895
12 7.0431161195
12 3.8346814635
9 0.1846210653
12 7.0219867712
14 6.6589461494
12 5.8182263596
13 9.7991180794
11 3.595644134
12 3.7665360118
12 6.4306712396
10 4.2150618209
13 7.4641719745
7 3.5361147823
12 7.3616490094
14 7.0410329737
14 6.7341956845
12 1.0424593701
12 3.0707474896
12 3.8837967998
13 2.2768281507
14 6.1856932876
15 16.798488136
14 8.9350675874
13 3.4491480604
13 8.5742283195
13 6.4467882101
14 7.5026651258
13 4.2914577404
11 3.6746692798
15 7.0147871714
13 4.8995590397
12 7.1812164356
10 7.9047778301
10 6.6753817484
13 4.342790967
14 12.248897599
12 4.5495905369
15 4.4089975042
14 7.8937340084
13 14.698677119
12 4.5495905369
12 7.5163689813
12 8.0842724155
14 22.123968204
13 7.9940173805
13 18.462291147
12 7.0431161195
13 12.243291696
14 7.6555609995
12 3.8277804998
10 7.5998841922
13 9.2162123415
13 11.636452719
9 5.1995320421
12 2.9941749687
12 7.2132396973
10 0.8165931733
14 7.4854374217
14 7.7748871146
15 6.7254816632
13 7.6203074003
14 8.0152182277
14 2.4674038329
15 12.397910952
14 14.297568853
11 2.6028907398
9 3.6746692798
10 1.6326281831
12 7.0431161195
14 3.5985461873
14 10.887908977
14 8.4211170995
12 7.237984945
14 4.9248144987
13 8.800847268
12 6.0792793291
14 4.376821276
8 2.895193978
9 3.2663726931
12 4.9495545401
12 10.717785399
10 2.0445073524
12 7.259273136
14 6.1244487996
15 4.2462845011
12 6.5919034945
12 9.9522292994
12 8.2680058795
13 7.621536284
12 3.3188502396
14 6.5327453862
12 9.0474811812
12 3.6941119744
12 8.4628747049
12 8.9825249061
12 8.3369460099
12 2.2966682999
13 15.923566879
12 5.3674944536
13 6.1175285185
12 4.281637471
13 11.024007839
13 7.6555609995
12 5.6533373535
12 11.903909922
13 5.3343949045
12 5.4630560832
12 6.4306712396
13 8.2333703073
12 3.3121019108
13 6.6905743189
12 4.0829658664
12 4.7782646299
12 13.525809704
12 4.5150366847
12 5.1518684968
10 6.9028270214
12 11.082335923
12 8.2325924
13 8.6329420435
12 5.824426814
12 4.6584903103
13 4.6809435445
12 3.9808917197
12 13.859400802
12 6.7254816632
12 6.6450269476
13 9.9105112511
13 9.7991180794
10 3.5840825773
12 5.0526702597
13 3.3116603561
12 3.9512572901
12 16.854050941
12 4.4293649177
13 10.110201193
12 6.6668718012
12 3.5102051236
9 7.9617834395
12 6.7368936796
8 3.3684468398
12 2.526731791
12 5.6617126681
12 6.4306712396
13 9.7991180794
12 3.9057805552
12 5.4140127389
12 7.1912882679
13 3.7309200747
14 4.753303546
13 7.9895248452
12 4.8410409621
12 7.891325179
12 12.065433935
13 8.3960625362
12 4.8995590397
13 10.411562959
10 5.3078556263
12 2.9091131798
12 6.8900048996
8 7.1063852187
13 2.1435570799
12 8.2566643076
12 5.9470638496
10 4.6044048807
13 13.167564919
12 4.8995590397
10 5.1995320421
12 5.8182263596
13 5.1122724748
12 6.2556869882
7 10.947452229
12 7.0041806203
12 7.8473430204
8 6.9695855033
12 6.6400396899
12 12.248897599
14 4.4657439164
13 4.8770495801
12 7.6555609995
13 7.8392944635
13 12.950775281
14 6.4143270409
12 4.7264965506
12 6.324781237
12 9.9700329296
12 1.2550594584
12 11.758941695
13 7.6555609995
12 9.1866731994
12 9.5066070919
12 4.2091449865
12 7.6402498775
12 4.1704579921
12 8.4211170995
10 21.873031427
12 6.3796341663
13 6.2752972922
12 3.7273753796
11 2.4454049136
12 6.3694267516
14 8.5742283195
12 9.5925101681
12 10.411562959
9 4.4134610562
12 9.7991180794
11 4.0059287746
12 3.7467216186
12 3.3544069014
12 5.5363394778
6 4.5036350769
12 6.050955414
8 1.8699983668
12 15.923566879
12 4.303666724
13 6.4773831372
11 6.9611221329
13 5.5479093984
12 12.926880861
12 9.5137068732
12 5.5120039196
12 5.4830072467
12 5.869263433
12 4.1618413434
11 4.6545810877
12 7.9617834395
13 18.702175865
12 4.2314373525
13 12.744686312
12 6.8025477707
11 10.432681748
12 6.4207930964
11 0.4246284501
12 3.1100716561
12 6.7368936796
12 4.4096031357
13 2.1826696033
12 6.2399189988
10 3.9667248453
9 3.0761436016
15 5.4354483097
13 4.8045244893
11 3.6746692798
12 4.6834020232
8 3.9808917197
12 5.5120039196
12 5.8182263596
11 3.3352773235
8 4.3169250935
11 6.9205039152
10 4.1433700058
12 4.9128972222
13 5.5732484076
12 15.923566879
12 8.3442271855
12 4.0041299741
12 4.8995590397
9 1.0484653089
9 3.8663336846
12 2.2781854253
11 0.1534801627
12 4.6954107464
12 4.8042520159
13 4.2747830548
12 6.4306712396
12 5.09216538
12 10.068145448
12 3.0622243998
5 4.303666724
10 3.6396724295
12 3.3523298693
11 3.2587764776
11 8.1188444178
9 4.4541445815
11 6.5089032498
11 6.4306712396
13 5.124826122
13 5.4867721081
13 13.780009799
13 11.072174449
13 6.1845448551
13 6.1244487996
13 4.8995590397
13 3.3289686855
12 5.1935965033
12 8.8532572609
13 7.0431161195
12 7.0431161195
10 6.4306712396
12 4.1315200551
12 3.9196472317
12 5.1295555665
12 8.1065431384
13 10.717785399
12 6.8648929375
14 3.9371456569
12 6.7368936796
7 6.1639613725
9 1.9359959731
12 5.2057814797
12 11.222323324
11 1.2962342161
12 6.1244487996
12 20.614742184
11 8.4335342623
11 8.9082891631
12 3.2801680001
12 6.5260519996
11 7.6555609995
11 7.621536284
12 8.1413725396
11 3.1980385364
12 6.8593826556
12 5.4861556861
12 7.2983014862
12 1.3673188018
12 4.9712599037
12 7.5659710644
12 6.8593826556
11 1.6331863466
12 4.4541445815
9 2.0486460312
11 6.4380998163
11 1.4361728865
12 12.384996461
11 7.3187163155
12 3.9374638101
12 7.2255911352
11 5.9184938842
12 7.0431161195
12 6.1069503745
12 8.9082891631
11 8.1659317328
12 8.605666168
12 5.3201708366
11 9.3805990451
12 5.9916897868
12 7.5161162878
12 4.4096031357
12 10.044974089
11 4.0734705969
12 8.5742283195
12 4.590577839
12 9.164642808
12 6.4050101413
11 6.3262929361
11 9.4580814873
12 6.2309609526
12 1.070491891
12 11.942675159
11 10.176007236
12 2.3945213352
11 11.795234725
11 1.7515923567
12 3.6746692798
11 5.118289354
12 6.6776248202
11 5.8115207588
12 4.7120759132
12 5.601254681
12 6.6144047036
11 6.3838192063
12 11.636452719
12 5.2057814797
12 7.5073888511
10 3.8191099776
11 4.3074221051
12 2.5376202198
11 3.3684468398
12 4.0829658664
12 3.5454214735
12 3.5385704176
12 5.2470206048
12 7.9617834395
13 8.8158155731
12 5.1886714008
11 8.2921747783
7 4.438624914
13 10.050838544
12 5.8182263596
12 5.6036012477
12 4.3695275868
12 18.939639628
12 9.3120274146
11 9.7991180794
12 6.7177547771
12 5.8593211459
12 3.3011713656
12 11.548960594
7 6.8900048996
12 28.30856334
12 9.1866731994
11 8.5304822566
12 6.9107704357
12 12.356393698
11 8.2680058795
10 4.3126326964
12 11.022862012
11 8.0239465948
12 4.2690527826
11 7.3984225896
12 4.9914982399
12 9.7494603864
10 4.4637203412
11 2.3189660503
12 11.163177425
12 9.2310532632
11 5.9883499374
12 8.5742283195
12 4.2871141597
12 7.3737874569
11 4.5933365997
11 3.7913254474
11 5.0045495905
12 7.8392944635
12 8.3598726115
12 5.397819281
12 9.7292669322
11 6.1392065076
11 5.766559199
11 3.5451354833
11 4.0087301234
12 5.116005423
12 5.4987856848
12 3.8512812917
11 5.5120039196
12 7.0836998164
12 7.6555609995
11 6.384750152
12 7.6555609995
12 6.0048467692
11 4.6001415428
12 4.7784754977
11 7.6740081344
12 9.5466817822
12 13.473787359
12 6.9715118674
11 6.2257554715
12 6.9213620774
12 3.2364973331
12 13.167564919
12 3.8277804998
12 4.0996895417
12 9.8896829415
8 4.8995590397
9 2.8886289123
12 11.636452719
10 2.2747952684
11 8.8119274465
11 6.8243858053
11 3.3736403724
12 3.9129584139
12 27.454425653
12 8.358071303
11 6.3137174797
12 7.1266313305
10 2.7874952961
12 8.1659317328
12 4.5116772824
11 4.7464478197
11 3.3684468398
12 4.5933365997
11 5.6651151396
11 0.5250970117
12 5.3674944536
12 1.7860773894
12 4.0167556091
12 8.6395404956
11 2.9936305732
10 7.6619673267
12 4.2389124794
8 5.8593211459
12 7.621536284
12 17.233469821
11 8.9046262152
12 7.5661684472
9 4.0846023257
11 7.9617834395
8 3.9662420382
8 3.4821467435
9 4.2652411283
12 1.9337918031
12 10.499055085
12 2.9488086813
11 2.5325752491
9 8.1178968403
11 6.4306712396
10 3.2996835316
12 4.5333998232
7 2.3094368207
8 2.5110240078
12 2.2419664736
10 3.6491507431
9 5.1445369917
12 4.3203476028
12 4.8348046337
11 2.8266686767
10 2.5905504326
13 8.7961214279
12 3.3790062343
12 6.1244487996
9 1.9617459539
12 3.843502877
12 4.0829658664
11 2.6539278132
12 3.6087403692
12 5.6344928956
10 5.5120039196
12 4.8995590397
7 1.9324717086
11 5.2057814797
10 6.4313583505
12 7.8937340084
9 4.3342253043
11 7.0147871714
11 5.2684319856
11 7.3493385595
10 5.0685093514
11 8.6596857446
11 9.4054035137
8 2.6152928058
11 11.263354114
11 6.1244487996
11 7.9216736992
11 5.9316169305
11 8.5742283195
10 3.9398515989
11 4.9261870779
11 2.0679956986
7 3.8663336846
11 7.9617834395
11 4.7180938901
11 1.6703042181
10 4.4437861058
11 8.3243993189
10 11.200781702
11 4.9761146497
10 3.2447410859
10 2.9652824728
10 4.1467622081
10 3.9664307742
11 5.4626301472
10 7.0890753053
11 14.623683868
11 6.3893045881
10 3.7031550881
10 7.3891261619
8 9.4928956394
11 11.651390399
8 6.7368936796
11 11.268985791
10 4.5512038668
11 4.2871141597
11 4.6044048807
10 3.9808917197
10 10.846944567
11 4.5964935321
11 3.3700670643
11 10.795638562
11 3.1222680155
11 6.7270210273
11 4.7668133378
10 4.1340029397
11 7.0186520679
11 8.5742283195
11 4.3649249339
11 5.7382222987
10 7.6555609995
11 4.4402253797
11 2.1362886422
10 7.2106717943
10 5.0729947579
11 9.4783136184
9 5.5120039196
9 3.7913254474
11 10.593641167
11 8.062918665
10 5.1819065098
11 8.2232974032
11 4.4232130219
11 10.166585007
11 5.2877119617
11 7.3588926997
10 8.5304822566
11 24.880573248
10 3.8299033167
11 15.311121999
11 9.9714050784
11 13.381920627
11 7.6555609995
11 4.7775478185
10 5.3189367445
10 2.6305451893
11 4.1596256337
11 6.1244487996
11 4.1010393572
11 5.4207887248
11 6.1244487996
11 7.4235743026
8 10.070239923
8 3.8996490316
12 6.1433514194
10 5.2018911764
9 5.5120039196
10 8.1659317328
11 4.5933365997
11 7.9795950356
11 7.4703153259
11 7.0431161195
10 6.1132523667
10 6.8243858053
9 3.2663726931
10 7.7424150141
11 10.564674179
10 4.5166060055
10 1.5923566879
11 8.6752048946
11 5.4765164593
10 4.8995590397
11 5.8976173626
11 7.8392944635
9 5.9319457524
11 6.1426222382
11 5.8197807883
9 2.8155619236
10 4.2564919157
11 5.5120039196
11 5.5608358277
11 10.441683199
10 7.6555609995
11 3.0819806863
11 4.5933365997
11 3.7349518125
11 7.3493385595
